x-axis,1,2
second,Volt,Volt
-932.80E-06,,
-931.80E-06,,
-930.80E-06,-29.66081E-03,-2.05025E-03
-929.80E-06,-34.68593E-03,-1.92462E-03
-928.80E-06,-31.16835E-03,-2.62814E-03
-927.80E-06,-30.16332E-03,-2.12563E-03
-926.80E-06,-36.94724E-03,-2.45226E-03
-925.80E-06,-37.44975E-03,-2.05025E-03
-924.80E-06,-31.67086E-03,-2.05025E-03
-923.80E-06,-36.69598E-03,-1.72362E-03
-922.80E-06,-29.66081E-03,-2.42714E-03
-921.80E-06,-36.19347E-03,-2.17588E-03
-920.80E-06,-31.16835E-03,-2.05025E-03
-919.80E-06,-36.69598E-03,-2.37688E-03
-918.80E-06,-33.68091E-03,-2.45226E-03
-917.80E-06,-34.68593E-03,-2.32663E-03
-916.80E-06,-31.67086E-03,-2.50251E-03
-915.80E-06,-30.16332E-03,-2.37688E-03
-914.80E-06,-33.68091E-03,-2.07538E-03
-913.80E-06,-30.66583E-03,-2.72864E-03
-912.80E-06,-33.42965E-03,-2.27638E-03
-911.80E-06,-33.42965E-03,-2.12563E-03
-910.80E-06,-37.19850E-03,-2.42714E-03
-909.80E-06,-32.17337E-03,-2.45226E-03
-908.80E-06,-31.16835E-03,-2.45226E-03
-907.80E-06,-36.69598E-03,-2.70352E-03
-906.80E-06,-33.68091E-03,-2.45226E-03
-905.80E-06,-33.42965E-03,-2.32663E-03
-904.80E-06,-33.42965E-03,-2.45226E-03
-903.80E-06,-36.69598E-03,-2.37688E-03
-902.80E-06,-36.94724E-03,-2.42714E-03
-901.80E-06,-34.68593E-03,-2.05025E-03
-900.80E-06,-35.69096E-03,-2.05025E-03
-899.80E-06,-33.42965E-03,-2.37688E-03
-898.80E-06,-29.66081E-03,-2.47739E-03
-897.80E-06,-30.66583E-03,-2.60301E-03
-896.80E-06,-33.42965E-03,-2.45226E-03
-895.80E-06,-34.18342E-03,-2.45226E-03
-894.80E-06,-33.17840E-03,-2.42714E-03
-893.80E-06,-34.68593E-03,-2.32663E-03
-892.80E-06,-32.92714E-03,-2.22613E-03
-891.80E-06,-30.16332E-03,-2.12563E-03
-890.80E-06,-33.42965E-03,-2.82915E-03
-889.80E-06,-30.66583E-03,-2.72864E-03
-888.80E-06,-31.67086E-03,-2.45226E-03
-887.80E-06,-32.67588E-03,-2.77889E-03
-886.80E-06,-29.40955E-03,-2.45226E-03
-885.80E-06,-33.42965E-03,-2.57789E-03
-884.80E-06,-31.67086E-03,-2.45226E-03
-883.80E-06,-36.69598E-03,-2.77889E-03
